"Instructor","Course"
"Atsushi Akera","STSO-4170"
"Atsushi Akera","STSO-4510"
"Atsushi Akera","STSO-4610"
"Atsushi Akera","STSO-4720"
"Atsushi Akera","STSO-6040"
"Atsushi Akera","STSO-6200"
"Audrey Grace Bennett","COMM-2570"
"Audrey Grace Bennett","COMM-2610"
"Audrey Grace Bennett","COMM-2660"
"Audrey Grace Bennett","COMM-4400"
"Audrey Grace Bennett","COMM-4430"
"Audrey Grace Bennett","COMM-4570"
"Audrey Grace Bennett","COMM-4650"
"Audrey Grace Bennett","COMM-4660"
"Audrey Grace Bennett","COMM-4670"
"Audrey Grace Bennett","COMM-4710"
"Audrey Grace Bennett","COMM-6390"
"Audrey Grace Bennett","COMM-6400"
"Audrey Grace Bennett","COMM-6430"
"Audrey Grace Bennett","COMM-6570"
"Audrey Grace Bennett","COMM-6660"
"Audrey Grace Bennett","INQR-1610"
"Audrey Grace Bennett","STSO-2210"
"Audrey Katherine Scranton","ENGR-2050"
"Audrey Katherine Scranton","ENGR-4010"
"Audrey Lenore Peterson-McCann","INQR-1776"
"Audrey Lenore Peterson-McCann","WRIT-1110"
"Audrey Lenore Peterson-McCann","WRIT-2110"
"Ayse Sulan Kolatan","ARCH-4240"
"Ayse Sulan Kolatan","ARCH-4250"
"Ayse Sulan Kolatan","ARCH-4260"
"Ayse Sulan Kolatan","ARCH-4770"
"Ayse Sulan Kolatan","ARCH-4780"
"Ayse Sulan Kolatan","ARCH-4931"
"Ayse Sulan Kolatan","ARCH-4935"
"Azita Hirsa","ENGR-4440"
"Azita Hirsa","ENGR-4555"
"Azita Hirsa","ISYE-4310"
"Azita Hirsa","ISYE-4440"
"Azita Hirsa","ISYE-4555"
"Azita Hirsa","MGMT-4850"
"Azita Hirsa","MGMT-6060"
"Azita Hirsa","STSO-4100"
"B Wayne Bequette","CHME-1010"
"B Wayne Bequette","CHME-2050"
"B Wayne Bequette","CHME-4030"
"B Wayne Bequette","CHME-4050"
"B Wayne Bequette","CHME-4060"
"B Wayne Bequette","CHME-4500"
"B Wayne Bequette","CHME-4510"
"B Wayne Bequette","CHME-4660"
"B Wayne Bequette","CHME-6650"
"B Wayne Bequette","CHME-6660"
"B Wayne Bequette","ENGR-2200"
"Babak Azimi-Sadjadi","ECSE-6440"
"Badrinath Roysam","BMED-4800"
"Badrinath Roysam","ECSE-2610"
"Badrinath Roysam","ECSE-2660"
"Badrinath Roysam","ECSE-4800"
"Badrinath Roysam","ECSE-6740"
"Bahar Biller","MGMT-4100"
"Bahar Cavdar","ENGR-4760"
"Bahar Cavdar","ISYE-4500"
"Bahar Cavdar","ISYE-4700"
"Bahar Cavdar","ISYE-6700"
"Banu Baydil","MATH-1010"
"Barbara A Barthel","WRIT-2110"
"Barbara A Barthel","WRIT-2340"
"Barbara A Barthel","WRIT-4120"
"Barbara A. Chepaitis","LITR-2110"
"Barbara Cutler","CSCI-1200"
"Barbara Cutler","CSCI-4530"
"Barbara Cutler","CSCI-4550"
"Barbara Cutler","CSCI-4560"
"Barbara Cutler","CSCI-6530"
"Barbara Cutler","CSCI-6550"
"Barbara Cutler","CSCI-6560"
"Barbara J Lewis","COMM-4380"
"Barbara J Lewis","COMM-6380"
"Barbara J Lewis","WRIT-1110"
"Barbara J Lewis","WRIT-2110"
"Barbara J Lewis","WRIT-4120"
"Barbara J Lewis","WRIT-4380"
"Barbara J Lewis","WRIT-4410"
"Barbara J Lewis","WRIT-6410"
"Barbara Nelson","ARCH-4540"
"Barrett L. Bowlin","COMM-2520"
"Barry Phillip Young","COMM-1510"
"Barry Phillip Young","COMM-4830"
"Barry Phillip Young","MGMT-2100"
"Barry Phillip Young","MGMT-4460"
"Bart Bridger Woodstrup","ARTS-1010"
"Bart Bridger Woodstrup","ARTS-2040"
"Bart Bridger Woodstrup","ARTS-4060"
"Bela L Musits","EMBA-6200"
"Bela L Musits","MGMT-4520"
"Bela L Musits","MGMT-4530"
"Bela L Musits","MGMT-6620"
"Bela L Musits","MGMT-6630"
"Belmiro Galo da Silva","MATH-1010"
"Belmiro Galo da Silva","MATH-1020"
"Belmiro Galo da Silva","MATH-2010"
"Belmiro Galo da Silva","MATH-2400"
"Belmiro Galo da Silva","MATH-4090"
"Belmiro Galo da Silva","MATH-4100"
"Belmiro Galo da Silva","MATH-4300"
"Belmiro Galo da Silva","MATH-4600"
"Benjamin Chia-Ming Chang","ARTS-1040"
"Benjamin Chia-Ming Chang","ARTS-2230"
"Benjamin Chia-Ming Chang","ARTS-4020"
"Benjamin Chia-Ming Chang","ARTS-4060"
"Benjamin Chia-Ming Chang","ARTS-4510"
"Benjamin Chia-Ming Chang","ARTS-4520"
"Benjamin Chia-Ming Chang","ARTS-4540"
"Benjamin Chia-Ming Chang","COGS-4420"
"Benjamin Chia-Ming Chang","COGS-4520"
"Benjamin Chia-Ming Chang","COGS-4540"
"Benjamin Chia-Ming Chang","COGS-4550"
"Benjamin Chia-Ming Chang","CSCI-4520"
"Benjamin Chia-Ming Chang","CSCI-4540"
"Benjamin Chia-Ming Chang","GSAS-1040"
"Benjamin Chia-Ming Chang","GSAS-4520"
"Benjamin Chia-Ming Chang","GSAS-4540"
"Benjamin Chia-Ming Chang","GSAS-4550"
"Benjamin Chia-Ming Chang","GSAS-6200"
"Benjamin Chia-Ming Chang","GSAS-6500"
"Benjamin D. Raymond","COGS-2520"
"Benjamin D. Raymond","COGS-4320"
"Benjamin David Gleeksman","COMM-2570"
"Benjamin David Gleeksman","COMM-2660"
"Benjamin David Gleeksman","COMM-4470"
"Benjamin David Gleeksman","COMM-4930"
"Benjamin David Gleeksman","INQR-1562"
"Benjamin H. Barnard","ARTS-2230"
"Benjamin J. Leer","ARCH-2850"
"Benjamin J. Leer","ARCH-2860"
"Benjamin Larson","BIOL-4050"
"Benjamin Larson","BIOL-4140"
"Benjamin Larson","BIOL-6050"
"Benjamin Larson","BIOL-6140"
"Benjamin Larson","BIOL-6900"
"Benjamin P. Weissman","COGS-2120"
"Benjamin P. Weissman","COGS-2340"
"Benjamin P. Weissman","COGS-4780"
"Benjamin P. Weissman","COGS-6780"
"Benjamin P. Weissman","PSYC-2120"
"Benjamin P. Weissman","PSYC-4370"
"Benjamin Palmer Whitaker","MGMT-4240"
"Benjamin Palmer Whitaker","MGMT-6140"
"Benjamin Palmer Whitaker","MGMT-6170"
"Benjamin Vanmuysen","ARCH-2520"
"Benjamin Vanmuysen","ARCH-2530"
"Benjamin Vanmuysen","ARCH-2540"
"Benjamin Vanmuysen","ARCH-2810"
"Benjamin Vanmuysen","ARCH-2820"
"Benjamin Vanmuysen","ARCH-4050"
"Benjamin Vanmuysen","ARCH-4090"
"Benjamin Vanmuysen","ARCH-4200"
"Benjamin Walker Hallett","ERTH-2210"
"Bernadette Mary O'Brien","CSCI-4650"
"Bernard A Fleishman","MATH-2400"
"Beth Ann Macey","MGMT-2510"
"Beth Ann Macey","MGMT-4140"
"Beth Ann Macey","MGMT-4280"
"Beth Ann Macey","MGMT-4510"
"Beth Ann Macey","MGMT-6640"
"Bharat Bagepalli","ENGR-2050"
"Bharat Bagepalli","MANE-4030"
"Bharat Bagepalli","MANE-4040"
"Bharat Bagepalli","MANE-4260"
"Bijoy Shingha Mazumder","MATH-4600"
"Bill Francis","EMBA-6340"
"Bill Francis","MGMT-2300"
"Bill Francis","MGMT-2320"
"Bill Francis","MGMT-4320"
"Bill Francis","MGMT-4360"
"Bill Francis","MGMT-4540"
"Bill Francis","MGMT-6020"
"Bill Francis","MGMT-6030"
"Bill Francis","MGMT-6260"
"Bill Francis","MGMT-6360"
"Bill Francis","MGMT-6400"
"Bill Francis","MGMT-6410"
"Bill Francis","MGMT-6870"
"Bill Francis","MGMT-6880"
"Bill Francis","MGMT-6910"
"Bill Francis","MGMT-7840"
"Bill Francis","MGMT-7850"
"Billur Aksoy","ECON-4340"
"Billur Aksoy","ECON-4360"
"Billur Aksoy","ECON-6340"
"Billur Aksoy","ECON-6360"
"Billur Aksoy","ECON-6800"
"Bimal K Malaviya","ENGR-1100"
"Bimal K Malaviya","ENGR-2200"
"Bimal K Malaviya","ENGR-2600"
"Bimal K Malaviya","ENVE-4480"
"Bimal K Malaviya","MANE-1100"
"Bimal K Malaviya","MANE-4020"
"Bimal K Malaviya","MANE-4380"
"Bimal K Malaviya","MANE-4390"
"Bimal K Malaviya","MANE-4740"
"Bimal K Malaviya","MANE-4770"
"Bimal K Malaviya","MANE-6280"
"Biplab Sikdar","ECSE-2500"
"Biplab Sikdar","ECSE-2660"
"Biplab Sikdar","ECSE-4500"
"Biplab Sikdar","ECSE-4670"
"Biplab Sikdar","ECSE-4900"
"Biplab Sikdar","ECSE-6660"
"Biplab Sikdar","ENGR-2050"
"Birsen Yazici","BMED-2800"
"Birsen Yazici","ECSE-2410"
"Birsen Yazici","ECSE-2500"
"Birsen Yazici","ECSE-2800"
"Birsen Yazici","ECSE-4500"
"Birsen Yazici","ECSE-4540"
"Birsen Yazici","ECSE-6520"
"Birsen Yazici","ECSE-6610"
"Blaise K. Farina","LITR-2110"
"Blaise K. Farina","WRIT-1110"
"Blaise K. Farina","WRIT-2110"
"Blanca L. Barquera","BCBP-4345"
"Blanca L. Barquera","BCBP-6345"
"Blanca L. Barquera","BCBP-6910"
"Blanca L. Barquera","BIOL-2310"
"Blanca L. Barquera","BIOL-4310"
"Blanca L. Barquera","BIOL-4345"
"Blanca L. Barquera","BIOL-4350"
"Blanca L. Barquera","BIOL-6310"
"Blanca L. Barquera","BIOL-6345"
"Blanca L. Barquera","BIOL-6350"
"Blanca L. Barquera","BIOL-6510"
"Blanca L. Barquera","BIOL-6520"
"Blanca L. Barquera","BIOL-6900"
"Boleslaw Szymanski","CSCI-4250"
"Boleslaw Szymanski","CSCI-4320"
"Boleslaw Szymanski","CSCI-6140"
"Boleslaw Szymanski","CSCI-6250"
"Boleslaw Szymanski","CSCI-6360"
"Bradford C Lister","BIOL-1010"
"Bradford C Lister","BIOL-2200"
"Bradford C Lister","BIOL-4200"
"Bradford C Lister","BIOL-4850"
"Bradford C Lister","IENV-4700"
"Bradley Jefferson Moody","ARTS-4080"
"Bradley Scott Horn","ARCH-6750"
"Bram Van Heuveln","COGS-2120"
"Bram Van Heuveln","CSCI-4420"
"Bram Van Heuveln","INQR-1140"
"Bram Van Heuveln","MATH-4030"
"Bram Van Heuveln","MATH-4140"
"Bram Van Heuveln","PHIL-2100"
"Bram Van Heuveln","PHIL-2120"
"Bram Van Heuveln","PHIL-2140"
"Bram Van Heuveln","PHIL-4140"
"Bram Van Heuveln","PHIL-4260"
"Bram Van Heuveln","PHIL-4420"
"Bram Van Heuveln","PSYC-2100"
"Bram Van Heuveln","PSYC-2120"
"Branda Miller","ARTS-1030"
"Branda Miller","ARTS-2010"
"Branda Miller","ARTS-4040"
"Branda Miller","ARTS-4050"
"Branda Miller","ARTS-4080"
"Branda Miller","ARTS-4100"
"Branda Miller","ARTS-4250"
"Branda Miller","ARTS-4840"
"Branda Miller","ARTS-4850"
"Branda Miller","ARTS-4910"
"Branda Miller","ARTS-6040"
"Branda Miller","ARTS-6050"
"Branda Miller","ARTS-6080"
"Branda Miller","ARTS-6090"
"Branda Miller","ARTS-6250"
"Branda Miller","ARTS-6900"
"Branda Miller","COMM-4340"
"Branda Miller","COMM-4350"
"Branda Miller","COMM-4910"
"Branda Miller","INQR-1040"
"Brandi Lee Ann Brace","GSAS-1600"
"Brandi Lee Ann Brace","GSAS-2510"
"Brandi Lee Ann Brace","GSAS-2520"
"Brandon James Costelloe-Kuehn","ARTS-2360"
"Brandon James Costelloe-Kuehn","ENGR-4610"
"Brandon James Costelloe-Kuehn","INQR-1100"
"Brandon James Costelloe-Kuehn","INQR-1110"
"Brandon James Costelloe-Kuehn","INQR-1240"
"Brandon James Costelloe-Kuehn","INQR-1610"
"Brandon James Costelloe-Kuehn","STSO-2300"
"Brandon James Costelloe-Kuehn","STSO-2310"
"Brandon James Costelloe-Kuehn","STSO-4270"
"Brandon James Costelloe-Kuehn","STSO-4280"
"Brandon James Costelloe-Kuehn","STSO-4290"
"Brandon James Costelloe-Kuehn","STSO-4300"
"Brandon James Costelloe-Kuehn","STSO-4360"
"Brandon James Costelloe-Kuehn","STSO-4600"
"Brandon James Costelloe-Kuehn","STSO-4610"
"Brandon James Costelloe-Kuehn","STSO-4800"
"Brandt Stephen Graves","ARCH-2800"
"Brendan Daniel Moran","ARCH-2130"
"Brendan Daniel Moran","ARCH-2140"
"Brendan Daniel Moran","ARCH-4050"
"Brendan Daniel Moran","ARCH-4120"
"Brendan Daniel Moran","ARCH-4140"
"Brendan Daniel Moran","ARCH-4981"
"Brendan Daniel Moran","ARCH-6810"
"Brendan Daniel Moran","ARCH-6981"
"Brent Goldfarb","ECON-2010"
"Brent Goldfarb","ECON-4140"
"Brett Orzechowski","MGMT-1100"
"Brett Orzechowski","MGMT-4510"
"Brett Orzechowski","MGMT-4540"
"Brett Orzechowski","MGMT-6260"
"Brett Orzechowski","MGMT-6511"
"Brett Orzechowski","MGMT-6640"
"Brett R. Fajen","COGS-6310"
"Brett R. Fajen","COGS-6420"
"Brett R. Fajen","PSYC-4160"
"Brett R. Fajen","PSYC-4310"
"Brett R. Fajen","PSYC-4410"
"Brett R. Fajen","PSYC-4420"
"Brian Anthony De Luna","ARCH-4240"
"Brian Anthony De Luna","ARCH-4250"
"Brian Anthony De Luna","ARCH-4260"
"Brian Anthony De Luna","ARCH-4770"
"Brian Anthony De Luna","ARCH-4780"
"Brian Anthony De Luna","ARCH-4790"
"Brian Anthony De Luna","ARCH-4910"
"Brian Anthony De Luna","ARCH-4920"
"Brian Anthony Shurtleff","GSAS-2510"
"Brian C. Benicewicz","CHEM-1100"
"Brian C. Benicewicz","CHEM-1300"
"Brian C. Benicewicz","CHEM-1500"
"Brian C. Benicewicz","CHEM-2230"
"Brian C. Benicewicz","CHEM-2240"
"Brian C. Benicewicz","CHEM-2250"
"Brian C. Benicewicz","CHEM-2260"
"Brian C. Benicewicz","CHEM-4620"
"Brian C. Benicewicz","CHEM-4900"
"Brian C. Benicewicz","CHEM-6660"
"Brian C. Benicewicz","ENGR-1500"
"Brian C. Watson","COMM-4170"
"Brian C. Watson","COMM-6760"
"Brian C. Watson","ITWS-2210"
"Brian Clyne","ARTS-2210"
"Brian Clyne","ENGR-4610"
"Brian Clyne","INQR-1610"
"Brian Clyne","STSO-2020"
"Brian Clyne","STSO-2210"
"Brian Clyne","STSO-2610"
"Brian Clyne","STSO-4605"
"Brian Clyne","STSO-4610"
"Brian Hans Jensen","BIOL-1010"
"Brian Hans Jensen","BIOL-4070"
"Brian Hans Jensen","BIOL-4250"
"Brian Hans Jensen","BIOL-4270"
"Brian Hans Jensen","BIOL-6070"
"Brian John Clark","MGMT-2320"
"Brian John Clark","MGMT-4370"
"Brian John Clark","MGMT-4380"
"Brian John Clark","MGMT-4420"
"Brian John Clark","MGMT-6020"
"Brian John Clark","MGMT-6190"
"Brian John Clark","MGMT-6340"
"Brian John Clark","MGMT-6370"
"Brian John Clark","MGMT-6420"
"Brian John Clark","MGMT-6440"
"Brian John Clark","MGMT-6510"
"Brian John Clark","MGMT-7760"
"Brian Joseph Woods","COMM-4570"
"Brian Joseph Woods","INQR-1240"
"Brian Lonsway","ARCH-2460"
"Brian Lonsway","ARCH-4250"
"Brian Lonsway","ARCH-4260"
"Brian Lonsway","ARCH-4270"
"Brian Lonsway","ARCH-4460"
"Brian Lonsway","ARCH-6400"
"Brian Lonsway","ARCH-6420"
"Brian Lonsway","ARCH-6810"
"Brian Lonsway","ARCH-6900"
"Brian P. Cirmo","ARTS-1200"
"Brian Robert Callahan","CSCI-2110"
"Brian Robert Callahan","CSCI-4520"
"Brian Robert Callahan","CSCI-4850"
"Brian Robert Callahan","ITWS-2110"
"Brian Robert Callahan","ITWS-4370"
"Brian Robert Callahan","ITWS-4500"
"Brian Robert Callahan","ITWS-4850"
"Brian Robert Callahan","ITWS-6370"
"Brian Samuel Apkarian","MGMT-4430"
"Brian Samuel Apkarian","MGMT-4470"
"Brian Samuel Apkarian","MGMT-6550"
"Brian T. Osman","CSCI-1100"
"Brian T. Osman","CSCI-1200"
"Brian Thompson","ENGR-2400"
"Brian Tolle","INQR-1250"
"Brian Tolle","STSO-2210"
"Brian Tolle","STSO-4350"
"Brian Tolle","STSO-4605"
"Brian Tolle","STSO-4610"
"Brock E Osborn","DSES-6010"
"Brock E Osborn","MGMT-6100"
"Bruce D Hunter","MGMT-4470"
"Bruce E. Danziger","CIVL-4920"
"Bruce Nauman","CHME-4500"
"Bruce Nauman","CHME-6640"
"Bruce Piper","MATH-1010"
"Bruce Piper","MATH-1020"
"Bruce Piper","MATH-1500"
"Bruce Piper","MATH-1520"
"Bruce Piper","MATH-1900"
"Bruce Piper","MATH-1910"
"Bruce Piper","MATH-2010"
"Bruce Piper","MATH-4010"
"Bruce Piper","MATH-4020"
"Bruce Piper","MATH-4040"
"Bruce Piper","MATH-4090"
"Bruce Piper","MATH-4100"
"Bruce Piper","MATH-4120"
"Bruce Piper","MATH-4200"
"Bruce Piper","MATH-4210"
"Bruce Piper","MATH-4300"
"Bruce Piper","MATH-6190"
"Bruce Piper","MATH-6200"
"Bruce Piper","MATP-4400"
"Bruce W Piasecki","MGMT-6850"
"Bruce W Piasecki","MGMT-6860"
"Bulent Yener","CSCI-2300"
"Bulent Yener","CSCI-4020"
"Bulent Yener","CSCI-4230"
"Bulent Yener","CSCI-4240"
"Bulent Yener","CSCI-6210"
"Bulent Yener","CSCI-6230"
"Bulent Yener","CSCI-6240"
"Bulent Yener","ECSE-6600"
"Burt L. Swersey","ARCH-2200"
"Burt L. Swersey","ENGR-2020"
"Burt L. Swersey","ENGR-2050"
"Burt L. Swersey","ENGR-4060"
"Burt L. Swersey","INQR-1610"
"Burt L. Swersey","MANE-4220"
"C Lee Odell","COMM-6110"
"C Lee Odell","COMM-6120"
"C Lee Odell","WRIT-1110"
"C Lee Odell","WRIT-2110"
"C Lee Odell","WRIT-2410"
"C Lee Odell","WRIT-2520"
"C Lee Odell","WRIT-4160"
"C Lee Odell","WRIT-6160"
"C. James Li","ENGR-2090"
"C. James Li","ENGR-4050"
"C. James Li","MANE-4050"
"C. James Li","MANE-6890"
"Caleb White","ARCH-2520"
"Caleb White","ARCH-2530"
"Caleb White","ARCH-2540"
"Caleb White","ARCH-2800"
"Caleb White","ARCH-2810"
"Caleb White","ARCH-2820"
"Caleb White","ARCH-4090"
"Caleb White","ARCH-4770"
"Caleb White","ARCH-4780"
"Caleb White","ARCH-4790"
"Caleb White","ARCH-4830"
"Caleb White","ARCH-4910"
"Caleb White","ARCH-4920"
"Caleb White","ARCH-5200"
"Cameron Jady Harris","ENGR-2050"
"Cameron Jady Harris","ENGR-4010"
"Cameron Valier Cogburn","PHYS-1100"
"Caren Canier","ARTS-1200"
"Caren Canier","ARTS-1300"
"Caren Canier","ARTS-2220"
"Caren Canier","ARTS-2300"
"Caren Canier","ARTS-4200"
"Caren Canier","ARTS-4220"
"Caren Canier","ARTS-4260"
"Caren Canier","ARTS-6220"
"Caren Canier","ARTS-6260"
"Carl N McDaniel","BIOL-1010"
"Carl N McDaniel","BIOL-1040"
"Carl N McDaniel","BIOL-4450"
"Carl N McDaniel","IENV-1910"
"Carl N McDaniel","IENV-1920"
"Carl Pavarini","ENGR-4100"
"Carl Pavarini","ENGR-6100"
"Carl Pavarini","ITWS-4300"
"Carl Pavarini","ITWS-6300"
"Carla Leitao","ARCH-4150"
"Carla Leitao","ARCH-4200"
"Carla Leitao","ARCH-4260"
"Carla Leitao","ARCH-4770"
"Carla Leitao","ARCH-4780"
"Carla Leitao","ARCH-4790"
"Carla Leitao","ARCH-4830"
"Carla Leitao","ARCH-4910"
"Carla Leitao","ARCH-4920"
"Carla Leitao","ARCH-6310"
"Carla Leitao","ARCH-6750"
"Carlos A Varela","CSCI-2600"
"Carlos A Varela","CSCI-4220"
"Carlos A Varela","CSCI-4430"
"Carlos A Varela","CSCI-4500"
"Carlos A Varela","CSCI-6430"
"Carlos A Varela","CSCI-6500"
"Carlos G. Godoy","COMM-1510"
"Carlos G. Godoy","COMM-4210"
"Carlos G. Godoy","COMM-6510"
"Carlos G. Godoy","COMM-6530"
"Carly M. Brackett","ARCH-2810"
"Carly M. Brackett","ARCH-4020"
"Carly M. Brackett","ARCH-4090"
"Carly M. Brackett","ARCH-4100"
"Carly M. Brackett","ARCH-4170"
"Carly M. Brackett","ARCH-4200"
"Carly M. Brackett","ARCH-4520"
"Carly M. Brackett","ARCH-4820"
"Carly M. Brackett","ARCH-4830"
"Carly M. Brackett","ARCH-4920"
"Carly M. Brackett","ARCH-4936"
"Carly M. Brackett","ARCH-6360"
"Carly M. Brackett","ARCH-6380"
"Carly M. Brackett","ARCH-6620"
"Carly M. Brackett","CIVL-4020"
"Carly M. Brackett","CIVL-6340"
"Carol Elizabeth King","LITR-2110"
"Carol Leahey Chiarella","MGMT-2300"
"Carolin Alice Hofmann","LITR-2110"
"Carolin Alice Hofmann","LITR-2150"
"Caroline McIntee","ARTS-2040"
"Carolyn Irene Tennant","ARTS-4860"
"Carolyn Irene Tennant","ARTS-6860"
"Carsten Floess","CIVL-4010"
"Carsten Floess","CIVL-4150"
"Casey Jay Hoffman","ENGR-2050"
"Casey Jay Hoffman","ENGR-4610"
"Casey Jay Hoffman","INQR-1610"
"Casey Jay Hoffman","MANE-2220"
"Casey Jay Hoffman","MANE-4260"
"Casey Jay Hoffman","STSO-4610"
"Casey T. Jakubowski","CHME-2020"
"Casey T. Jakubowski","ENGR-2050"
"Casey T. Jakubowski","ENGR-4010"
"Casey T. Jakubowski","MANE-2220"
"Cassandra Sammartano","ARTS-2230"
"Catalin R Picu","ENGR-2530"
"Catalin R Picu","MANE-4670"
"Catalin R Picu","MANE-6250"
"Catalin R Picu","MANE-6460"
"Catherine Ann Royer","BCBP-4800"
"Catherine Ann Royer","BCBP-6800"
"Catherine Ann Royer","BCBP-6910"
"Catherine Ann Royer","BIOL-6900"
"Catherine Anne Mazza","ARTS-1010"
"Catherine Anne Mazza","ARTS-1020"
"Catherine Anne Mazza","ARTS-2030"
"Catherine F Persoon","ENGR-2050"
"Catherine F Persoon","ENGR-4010"
"Catherine Jean Eldred","BIOL-4270"
"Cecile Marie Mars","DSES-4260"
"Cecilia Levy","ASTR-2050"
"Cecilia Levy","PHYS-1100"
"Cecilia Levy","PHYS-1200"
"Cesar Carlos Romanillos-Palerm","ENGR-2090"
"Chad Edward Christensen","CHME-2020"
"Chad Edward Christensen","ENGR-2050"
"Chad Edward Christensen","ENGR-4010"
"Chaitanya Kishore Ullal","CHEM-1600"
"Chaitanya Kishore Ullal","ENGR-1600"
"Chaitanya Kishore Ullal","ISCI-1600"
"Chaitanya Kishore Ullal","MTLE-2500"
"Chaitanya Kishore Ullal","MTLE-4400"
"Chaitanya Kishore Ullal","MTLE-4920"
"Chaitanya Kishore Ullal","MTLE-6900"
"Chaitanya Kishore Ullal","PHYS-1600"
"Chan I. Chung","MTLE-4050"
"Chan I. Chung","MTLE-6840"
"Chan-Hyeong Kim","MANE-4470"
"Chan-Hyeong Kim","MANE-6270"
"Chan-Hyeong Kim","MANE-6350"
"Chang Y Ha","MGMT-2320"
"Chang Y Ha","MGMT-4320"
"Chang Y Ha","MGMT-4340"
"Chang Y Ha","MGMT-6020"
"Chang Y Ha","MGMT-6380"
"Chang Yeol Ryu","CHEM-1100"
"Chang Yeol Ryu","CHEM-1110"
"Chang Yeol Ryu","CHEM-1200"
"Chang Yeol Ryu","CHEM-1500"
"Chang Yeol Ryu","CHEM-2120"
"Chang Yeol Ryu","CHEM-2290"
"Chang Yeol Ryu","CHEM-2440"
"Chang Yeol Ryu","CHEM-4400"
"Chang Yeol Ryu","CHEM-4410"
"Chang Yeol Ryu","CHEM-4440"
"Chang Yeol Ryu","CHEM-4450"
"Chang Yeol Ryu","CHEM-4530"
"Chang Yeol Ryu","CHEM-4620"
"Chang Yeol Ryu","CHEM-6550"
"Chang Yeol Ryu","CHEM-6660"
"Chang Yeol Ryu","CHEM-6900"
"Chang Yeol Ryu","ENGR-1500"
"Charles A. Portelli","ARCH-4170"
"Charles A. Portelli","ARCH-6380"
"Charles Chukwunyem Okaeme","ECSE-4090"
"Charles Chukwunyem Okaeme","MANE-4050"
"Charles Chukwunyem Okaeme","MANE-4520"
"Charles E Lawrence","ECSE-2610"
"Charles F Rancourt","MGMT-2100"
"Charles Harold Martin","ASTR-1520"
"Charles Harold Martin","ASTR-1540"
"Charles Harold Martin","ASTR-2050"
"Charles Harold Martin","ASTR-2120"
"Charles Harold Martin","PHYS-1100"
"Charles Harold Martin","PHYS-1101"
"Charles Harold Martin","PHYS-1110"
"Charles Harold Martin","PHYS-1200"
"Charles Harold Martin","PHYS-1250"
"Charles Harold Martin","PHYS-2160"
"Charles Harold Martin","PHYS-2210"
"Charles Harold Martin","PHYS-4160"
"Charles Harold Martin","PHYS-4161"
"Charles Harold Martin","PHYS-4330"
"Charles J Alonge","CSCI-1190"
"Charles J Alonge","CSCI-2500"
"Charles J Pfau","BIOL-4360"
"Charles J Pfau","BIOL-4410"
"Charles J Pfau","BIOL-4420"
"Charles J. Malmborg","DSES-4250"
"Charles Lee Sheldon","COGS-2520"
"Charles Lee Sheldon","COMM-4210"
"Charles Lee Sheldon","COMM-4220"
"Charles Lee Sheldon","COMM-4240"
"Charles Lee Sheldon","COMM-4250"
"Charles M Close","ENGR-2200"
"Charles Malmborg","DSES-2010"
"Charles Malmborg","DSES-4200"
"Charles Malmborg","DSES-4250"
"Charles Malmborg","DSES-4270"
"Charles Malmborg","DSES-4600"
"Charles Malmborg","DSES-4640"
"Charles Malmborg","DSES-6110"
"Charles Malmborg","DSES-6610"
"Charles Malmborg","EMBA-6750"
"Charles Malmborg","ENGR-2600"
"Charles Malmborg","ISYE-1100"
"Charles Malmborg","ISYE-4140"
"Charles Malmborg","ISYE-4230"
"Charles Malmborg","ISYE-4250"
"Charles Malmborg","ISYE-4600"
"Charles Malmborg","ISYE-6610"
"Charles Sanford Goodwin","ENGR-2050"
"Charles V Stewart","CSCI-1100"
"Charles V Stewart","CSCI-1200"
"Charles V Stewart","CSCI-2300"
"Charles V Stewart","CSCI-2400"
"Charles V Stewart","CSCI-4270"
"Charles V Stewart","CSCI-6270"
"Charles W Boylen","BIOL-1010"
"Charles W Boylen","BIOL-2310"
"Charles W Boylen","BIOL-2900"
"Charles W Boylen","BIOL-2930"
"Charles W Boylen","BIOL-4070"
"Charles W Boylen","BIOL-4370"
"Charles W Boylen","BIOL-4400"
"Charles W Boylen","BIOL-4700"
"Charles W Boylen","BIOL-4850"
"Charles W Boylen","BIOL-6310"
"Charles W Boylen","BIOL-6330"
"Charles W. Gillies","CHEM-1100"
"Charles W. Gillies","CHEM-1200"
"Charles W. Gillies","CHEM-1300"
"Charles W. Gillies","CHEM-1500"
"Charles W. Gillies","CHEM-2410"
"Charles W. Gillies","CHEM-2420"
"Charles W. Gillies","CHEM-2440"
"Charles W. Gillies","CHEM-4400"
"Charles W. Gillies","CHEM-4410"
"Charles W. Gillies","CHEM-4420"
"Charles W. Gillies","CHEM-4450"
"Charles W. Gillies","CHEM-4460"
"Charles W. Gillies","CHEM-4900"
"Charles W. Gillies","CHEM-6480"
"Charles W. Gillies","ENGR-1500"
"Charles W. Olencki","ARTS-2750"
"Charles Wesley Jordan","MGMT-6850"
"Charmi Miller","CHEM-1300"
"Chen Wang","CSCI-4020"
"Cheng Hsu","DSES-4270"
"Cheng Hsu","DSES-4290"
"Cheng Hsu","DSES-4520"
"Cheng Hsu","DSES-4530"
"Cheng Hsu","DSES-6520"
"Cheng Hsu","DSES-6560"
